標題,問題,回答,主題分類,主題分類_字串,主題數量,回答內容摘要,醫生名稱,回答時間,對應子問題,主題判斷
#19153 糖尿病飲食,"蕭醫師您好:
知道您對糖尿病頗有研究.想請教您:我父親日前驗出有糖尿病.是否有”糖分”的東西都不宜攝取呢?澱粉含量很高的東西{例如饅頭}是否也不宜?您可否告訴我有哪個網站可以知道{可以吃和不能吃的}詳盡的資料?謝謝您!",嚴禁菸酒。吸菸會刺激分泌腎上腺素，使血管收縮，血壓上升，並抑制胰島素的分泌而使血糖也上升；長期飲酒，可發生高血脂症及代謝紊亂，加速病人血管硬化。,"['飲食', '運動']","飲食, 運動",5,糖尿病控制需均衡飲食、適量碳水化合物、低油脂烹飪、減鹽、適量纖維素及水果，禁菸酒，配合運動及家人支持達理想體重。,蕭永薰,2003/11/11,吸菸和飲酒如何影響血糖及糖尿病患者的血管健康？,生活管理
#19153 糖尿病飲食,"蕭醫師您好:
知道您對糖尿病頗有研究.想請教您:我父親日前驗出有糖尿病.是否有”糖分”的東西都不宜攝取呢?澱粉含量很高的東西{例如饅頭}是否也不宜?您可否告訴我有哪個網站可以知道{可以吃和不能吃的}詳盡的資料?謝謝您!",糖尿病是一個需要長時間控制的疾病，單靠定期的門診追蹤及規則服藥是不夠的；最重要的是病人的毅力及家人的耐心與支持，做好飲食控制，適當的運動，才能做到理想的體重控制。加油！,"['飲食', '運動']","飲食, 運動",5,糖尿病控制需均衡飲食、適量碳水化合物、低油脂烹飪、減鹽、適量纖維素及水果，禁菸酒，配合運動及家人支持達理想體重。,蕭永薰,2003/11/11,如何透過飲食控制和適當運動來達到理想的體重管理？,生活管理
#18634 糖尿病,"柯醫生您好:
冒昧想請問您幾個問題。
問題一：家父患有糖尿病大約已有一年之久，每天都有在服用糖尿病的藥，但是在飲食方面都沒有很注意的在控制，並且有常飲酒的習慣，想請問一下這樣會不會很危險？謝謝～
問題二：請問家父患有糖尿病適合吃人參嗎？謝謝～

祝福您：　　　～～順心～愉快～～","糖尿病的治療包含飲食.藥物.運動.健康的生活型態,血糖及其他代謝得監測,只服藥是不夠的,如果沒注意飲食.血糖仍不好控制,建議接受營養的指導,並定期測血糖.血脂.蛋白尿.","['飲食', '血糖管理']","飲食, 血糖管理",7,糖尿病治療需綜合飲食、藥物、運動及監測，避免過量飲酒，人蔘有助降血糖但需慎用，腎功能障礙者應諮詢醫師。,柯政昌,2003/10/6,糖尿病患者如何通過飲食、運動和生活型態改善血糖控制？,生活管理
#18634 糖尿病,"柯醫生您好:
冒昧想請問您幾個問題。
問題一：家父患有糖尿病大約已有一年之久，每天都有在服用糖尿病的藥，但是在飲食方面都沒有很注意的在控制，並且有常飲酒的習慣，想請問一下這樣會不會很危險？謝謝～
問題二：請問家父患有糖尿病適合吃人參嗎？謝謝～

祝福您：　　　～～順心～愉快～～","飲酒過量會造成血糖控制不良,三酸甘油脂過高.脂肪肝.如有上述情形最好少喝,若無上述情形可少量喝一些,例如啤酒12盎司,酒5盎司.蒸餾酒5盎司.","['飲食', '血糖管理']","飲食, 血糖管理",7,糖尿病治療需綜合飲食、藥物、運動及監測，避免過量飲酒，人蔘有助降血糖但需慎用，腎功能障礙者應諮詢醫師。,柯政昌,2003/10/6,飲酒對血糖控制和三酸甘油脂水平有何影響？如何判斷是否可以少量飲酒？,飲食
#18634 糖尿病,"柯醫生您好:
冒昧想請問您幾個問題。
問題一：家父患有糖尿病大約已有一年之久，每天都有在服用糖尿病的藥，但是在飲食方面都沒有很注意的在控制，並且有常飲酒的習慣，想請問一下這樣會不會很危險？謝謝～
問題二：請問家父患有糖尿病適合吃人參嗎？謝謝～

祝福您：　　　～～順心～愉快～～","人蔘可以降血糖,提高身體的抵抗力,提高新陳代謝,消除疲勞,預防肥胖,預防動脈硬化和心臟病,但不是每個人都可以服用,尤其是腎功能障礙水腫","['飲食', '血糖管理']","飲食, 血糖管理",7,糖尿病治療需綜合飲食、藥物、運動及監測，避免過量飲酒，人蔘有助降血糖但需慎用，腎功能障礙者應諮詢醫師。,柯政昌,2003/10/6,人蔘如何影響血糖及是否適合腎功能障礙患者服用？,飲食
#18242 糖尿病.....及水腫,"楊醫師您好:

我母親患糖尿病在榮總看新陳代謝科及拿藥,且已有四年之久了,我們覺得她排尿量真的很少,平時她吃東西也不多,但是看起來就是腫腫胖胖的,請問在日常生活當中,有任何的食物,或要調配什麼樣的飲料,才能讓她有正常排尿量呢?謝謝!


Best Regards,

Claire",請洽詢專業醫療人員,"['併發症', '用藥']","併發症, 用藥",3,可能為糖尿病腎病變，建議減少鹽分攝取、使用利尿劑，並與主治醫師討論治療方案。,楊宏智,2003/8/25,糖尿病患者出現排尿量減少且身體浮腫，應該掛哪一科進行檢查或諮詢？,請洽詢專業醫療人員
#17370 請問糖尿病指數,"蕭主任您好:
家母今年72歲,今年健康檢查發現糖尿病指數(血糖指數?)有130,正常上限值是110,但醫生說還算輕微,不需吃藥,只要飲食注意就好了,請問是真的嗎?如要吃藥,是不是就算指數正常後還要繼續吃?又,一般的飲食要如何忌口?水果要忌嗎?以上如蒙解惑,將不勝感激!","正常人的飯前血漿血糖值為70到100mg/dl，飯後兩小時血糖值為80~140mg/dl.空腹8小時以上的血漿血糖值130mg/dl,的確稍微偏高；如果於不同時間再度檢查，仍然大於WHO於1998年修正的標準126mg/dl,即可稱為糖尿病。","['飲食', '血糖管理']","飲食, 血糖管理",6,正常血糖範圍飯前70-100mg/dl，飯後80-140mg/dl；糖尿病診斷需空腹血糖超126mg/dl。治療包括飲食控制、運動及藥物，需與醫師討論。,蕭永薰,2003/5/22,飯前、飯後及空腹血糖值的正常範圍是多少？超過哪些數值可以判定為糖尿病？,血糖管理
#17370 請問糖尿病指數,"蕭主任您好:
家母今年72歲,今年健康檢查發現糖尿病指數(血糖指數?)有130,正常上限值是110,但醫生說還算輕微,不需吃藥,只要飲食注意就好了,請問是真的嗎?如要吃藥,是不是就算指數正常後還要繼續吃?又,一般的飲食要如何忌口?水果要忌嗎?以上如蒙解惑,將不勝感激!",糖尿病的治療主要包括飯食、運動及藥物三項；並非所有病人都需要服用藥物。飲食方面，主要避免高膽固醇、高油脂的食物，少吃加工食品，飲食儘量天然、高纖為宜。水果亦是。另外，每日攝入的總熱量，宜有所約制。至於運動方面，如先前沒有固定的型式及習慣；可從每日散步30~60分鐘開始。,"['飲食', '血糖管理']","飲食, 血糖管理",6,正常血糖範圍飯前70-100mg/dl，飯後80-140mg/dl；糖尿病診斷需空腹血糖超126mg/dl。治療包括飲食控制、運動及藥物，需與醫師討論。,蕭永薰,2003/5/22,糖尿病患者如何調整飲食以避免高膽固醇、高油脂食物並增加高纖食品？,飲食
#17370 請問糖尿病指數,"蕭主任您好:
家母今年72歲,今年健康檢查發現糖尿病指數(血糖指數?)有130,正常上限值是110,但醫生說還算輕微,不需吃藥,只要飲食注意就好了,請問是真的嗎?如要吃藥,是不是就算指數正常後還要繼續吃?又,一般的飲食要如何忌口?水果要忌嗎?以上如蒙解惑,將不勝感激!",糖尿病的治療，關係到生活型態及飲食習慣的調整，而藥物的取捨又與之交互作用，所以請先與您們的家庭醫師討論才好。,"['飲食', '血糖管理']","飲食, 血糖管理",6,正常血糖範圍飯前70-100mg/dl，飯後80-140mg/dl；糖尿病診斷需空腹血糖超126mg/dl。治療包括飲食控制、運動及藥物，需與醫師討論。,蕭永薰,2003/5/22,糖尿病患者如何調整生活型態和飲食習慣以配合藥物治療？,生活管理
#15863 糖尿病鼻子會爛掉嗎,"聽說糖尿病腳會爛掉
請問得到糖尿病沒有去看醫生的話
手會不會也爛掉
還有
鼻子會不會爛
眼睛一定會瞎掉嗎","糖尿病是一種新陳代謝的疾病,主要因為胰臟的β-細胞分泌胰島素有缺陷,造成胰島素的量相對地不足,或者無法充份發揮其作用,而引起血糖升高的情形。","['併發症', '血糖管理']","併發症, 血糖管理",6,糖尿病因胰島素缺陷引起血糖升高，可導致多種併發症，需透過藥物、飲食及運動配合醫師建議進行控制。,蕭永薰,2002/12/27,胰臟β-細胞分泌胰島素的缺陷如何導致血糖升高？,糖尿病類型
#15863 糖尿病鼻子會爛掉嗎,"聽說糖尿病腳會爛掉
請問得到糖尿病沒有去看醫生的話
手會不會也爛掉
還有
鼻子會不會爛
眼睛一定會瞎掉嗎","就糖尿病引起的大血管病變而言,心臟病約在26.2~30%之間,腦血管疾病約在3~6%之間,末稍血管疾病約在6~8%之間,而糖尿病患主要死因百分比為心臟病55%,腎臟病7%、腦中風11%、壞疸0.9%、感染3%、糖尿病昏迷2%、癌症10%。因此,腳、手、鼻、眼睛病變的發生率在糖尿病患,的確高出甚多,不過只要藥物、飲食及運動好好在醫師的建議下配合,仍然可以控制在正常的水準。","['併發症', '血糖管理']","併發症, 血糖管理",6,糖尿病因胰島素缺陷引起血糖升高，可導致多種併發症，需透過藥物、飲食及運動配合醫師建議進行控制。,蕭永薰,2002/12/27,糖尿病患者如何通過藥物、飲食和運動來降低心臟病、腦中風等併發症的風險？,併發症
#15863 糖尿病鼻子會爛掉嗎,"聽說糖尿病腳會爛掉
請問得到糖尿病沒有去看醫生的話
手會不會也爛掉
還有
鼻子會不會爛
眼睛一定會瞎掉嗎",請洽詢專業醫療人員,"['併發症', '血糖管理']","併發症, 血糖管理",6,糖尿病因胰島素缺陷引起血糖升高，可導致多種併發症，需透過藥物、飲食及運動配合醫師建議進行控制。,蕭永薰,2002/12/27,糖尿病是否會導致手、鼻子或眼睛出現嚴重併發症？,請洽詢專業醫療人員
#11155 糖尿病...高血壓,"我爸爸有在服用糖尿病的藥,之前也因為攝護腺檢查細菌感染而吃藥,這一陣子常咳嗽(已戒菸),前一陣子曾在報紙上看到,糖尿病(還是高血壓...忘記)的藥裡面,有一種藥是較容易引起咳嗽的,但是沒有及時把那篇報導剪下,想請問醫師是哪種藥會引起此種毛病?請醫師解答,謝謝您!!",高血壓藥物中有一類藥物容易引起咳嗽，這類藥物適血管昇壓素轉化脢抑制劑，常見藥物有Capoten、Renitec、Zestril、Tritace、Acertil等。,['用藥'],用藥,1,適血管昇壓素轉化脢抑制劑（如Capoten等）可能引起咳嗽。,柯政昌,2002/10/9,哪些高血壓藥物容易引起咳嗽？,用藥
#10213 早晨起床後發現全身水腫,我岳母今年五十歲，患有家族性糖尿病，目前定時服藥控制，這一年來每天早晨起床手腳臉部皆會水腫，不知可能是何病症？與腎臟功能是否有關？,"(1).水腫的原因很多,一般分類如下:
靜脈壓增加:包括鬱血性心衰竭,瓣膜性心臟病,心包
膜疾病,腎臟病變,內分泌疾病,血管病變等.
低白蛋白血症:包括肝臟病變,營養不良,白蛋白流失
等.
微血管性水腫:過敏,血管炎,自癹發性水腫等.
淋巴性水腫:先天性異常,淋巴轉移病變,醫源性淋巴
水腫等.
藥物引起的水腫:包括非類固醇抗發炎藥物,降血壓藥
物,賀爾蒙,類固醇精神科藥物等.",['併發症'],併發症,1,糖尿病併發症可能引發水腫，需至內科門診進行全面評估以確定原因。,蕭永薰,2002/9/4,水腫可能有哪些原因？哪些疾病或藥物可能導致水腫？,併發症
#10213 早晨起床後發現全身水腫,我岳母今年五十歲，患有家族性糖尿病，目前定時服藥控制，這一年來每天早晨起床手腳臉部皆會水腫，不知可能是何病症？與腎臟功能是否有關？,"水腫的原因,無法在網路上做鑑別診斷.",['併發症'],併發症,1,糖尿病併發症可能引發水腫，需至內科門診進行全面評估以確定原因。,蕭永薰,2002/9/4,水腫可能有哪些原因需要就醫確認？,請洽詢專業醫療人員
#8698 糖尿病的迷思,"我先生現年30歲，在27歲那年發現糖尿病，一直吃中藥控制，中藥一天吃4次（早、中、晚、睡前），但晚餐飯後血糖在350附近，飯後運動半小時，飯後2小時再量血糖是250附近，隔天早上空腹血糖是130~160，在網上看到一則報導，有一種降血糖新藥叫諾和隆（NOVO NORM），是控制飯後血糖。
想請教醫師的是
1.像我先生這樣的病情，是不是控制不理想？是否應改吃西藥？
2.若改吃西藥會不會造成藥吃愈久，藥量愈重，導致胰臟刺激到最後沒有功能，須打胰島素？
3.若是吃諾和隆這種藥，有什麼副作用？
4.中藥是不是都沒有副作用？
5.若是吃西藥，可以配合中藥（保養腎），會不會有衝突？服用西藥與中藥最好間隔多久？
6.我們是居住在高雄市，能否介紹專門的醫師？
請熱心的醫師為我們解答，謝謝各位醫師。",請洽群專業醫療人員,"['糖尿病類型', '用藥']","糖尿病類型, 用藥",3,確定糖尿病類型，使用安全西藥或胰島素控制血糖，飯後血糖不超過200UG/ML，建議就診新陳代謝科醫師。,陳昶薰,2002/7/5,請直接洽詢專業醫療人員以獲得具體建議。,請洽詢專業醫療人員
#8698 糖尿病的迷思,"我先生現年30歲，在27歲那年發現糖尿病，一直吃中藥控制，中藥一天吃4次（早、中、晚、睡前），但晚餐飯後血糖在350附近，飯後運動半小時，飯後2小時再量血糖是250附近，隔天早上空腹血糖是130~160，在網上看到一則報導，有一種降血糖新藥叫諾和隆（NOVO NORM），是控制飯後血糖。
想請教醫師的是
1.像我先生這樣的病情，是不是控制不理想？是否應改吃西藥？
2.若改吃西藥會不會造成藥吃愈久，藥量愈重，導致胰臟刺激到最後沒有功能，須打胰島素？
3.若是吃諾和隆這種藥，有什麼副作用？
4.中藥是不是都沒有副作用？
5.若是吃西藥，可以配合中藥（保養腎），會不會有衝突？服用西藥與中藥最好間隔多久？
6.我們是居住在高雄市，能否介紹專門的醫師？
請熱心的醫師為我們解答，謝謝各位醫師。","NOVONORM 屬於第三代糖氨類藥物,副作用更小","['糖尿病類型', '用藥']","糖尿病類型, 用藥",3,確定糖尿病類型，使用安全西藥或胰島素控制血糖，飯後血糖不超過200UG/ML，建議就診新陳代謝科醫師。,陳昶薰,2002/7/5,NOVONORM 的副作用相比其他糖氨類藥物有哪些具體減少的部分？,用藥
#8698 糖尿病的迷思,"我先生現年30歲，在27歲那年發現糖尿病，一直吃中藥控制，中藥一天吃4次（早、中、晚、睡前），但晚餐飯後血糖在350附近，飯後運動半小時，飯後2小時再量血糖是250附近，隔天早上空腹血糖是130~160，在網上看到一則報導，有一種降血糖新藥叫諾和隆（NOVO NORM），是控制飯後血糖。
想請教醫師的是
1.像我先生這樣的病情，是不是控制不理想？是否應改吃西藥？
2.若改吃西藥會不會造成藥吃愈久，藥量愈重，導致胰臟刺激到最後沒有功能，須打胰島素？
3.若是吃諾和隆這種藥，有什麼副作用？
4.中藥是不是都沒有副作用？
5.若是吃西藥，可以配合中藥（保養腎），會不會有衝突？服用西藥與中藥最好間隔多久？
6.我們是居住在高雄市，能否介紹專門的醫師？
請熱心的醫師為我們解答，謝謝各位醫師。","胰島素注射目前多屬基因合成,非常安全方便","['糖尿病類型', '用藥']","糖尿病類型, 用藥",3,確定糖尿病類型，使用安全西藥或胰島素控制血糖，飯後血糖不超過200UG/ML，建議就診新陳代謝科醫師。,陳昶薰,2002/7/5,胰島素注射的基因合成技術如何確保安全性和方便性？,用藥
#8698 糖尿病的迷思,"我先生現年30歲，在27歲那年發現糖尿病，一直吃中藥控制，中藥一天吃4次（早、中、晚、睡前），但晚餐飯後血糖在350附近，飯後運動半小時，飯後2小時再量血糖是250附近，隔天早上空腹血糖是130~160，在網上看到一則報導，有一種降血糖新藥叫諾和隆（NOVO NORM），是控制飯後血糖。
想請教醫師的是
1.像我先生這樣的病情，是不是控制不理想？是否應改吃西藥？
2.若改吃西藥會不會造成藥吃愈久，藥量愈重，導致胰臟刺激到最後沒有功能，須打胰島素？
3.若是吃諾和隆這種藥，有什麼副作用？
4.中藥是不是都沒有副作用？
5.若是吃西藥，可以配合中藥（保養腎），會不會有衝突？服用西藥與中藥最好間隔多久？
6.我們是居住在高雄市，能否介紹專門的醫師？
請熱心的醫師為我們解答，謝謝各位醫師。","一般西藥在飯前半小時給藥,目的即在控制飯後一小時的血糖最高值.","['糖尿病類型', '用藥']","糖尿病類型, 用藥",3,確定糖尿病類型，使用安全西藥或胰島素控制血糖，飯後血糖不超過200UG/ML，建議就診新陳代謝科醫師。,陳昶薰,2002/7/5,為什麼糖尿病藥物通常需要在飯前半小時服用？,用藥
#179380 控制飯後血糖,主任您好：日前有到醫院進行糖耐測試，醫師表示檢查數據顯示糖耐受性不良，為糖尿病前期，需要進行飲食控制。有在網路上看到飯前食用無糖的黑巧克力可以有效控制飯後血糖，對於高低密度膽固醇也有提升與降低之功效。每日建議量為20~30公克。想請教主任巧克力是否有上述之功效，或是食用上有哪些需要注意的地方。懇請主任您撥冗解惑！感恩！,可可富含多酚類.在臨床實證上較常看到在心血管疾病(如冠心病.中風).認知與情緒等方面有明顯改善的效益.關於血糖方面.也有部分研究發現.可可有改善健康人及糖尿病人葡萄糖代謝的狀況.至於能否有降低血糖的效果.還需要更多更嚴謹客觀的研究確實,"['飲食', '血糖管理']","飲食, 血糖管理",3,可可可能改善葡萄糖代謝，但降血糖效果需更多研究；建議諮詢營養師並適量食用無糖黑巧克力，有助心血管保健。,張皇瑜,2022/3/14,可可中的多酚是否能有效改善糖尿病患者的葡萄糖代謝？,飲食
#179380 控制飯後血糖,主任您好：日前有到醫院進行糖耐測試，醫師表示檢查數據顯示糖耐受性不良，為糖尿病前期，需要進行飲食控制。有在網路上看到飯前食用無糖的黑巧克力可以有效控制飯後血糖，對於高低密度膽固醇也有提升與降低之功效。每日建議量為20~30公克。想請教主任巧克力是否有上述之功效，或是食用上有哪些需要注意的地方。懇請主任您撥冗解惑！感恩！,平常巧克力食用上.若您食用後並無心悸.過敏或腸胃不適症狀.每日適量補充無糖.無添加奶油等添加物的黑巧克力.對心血管是能有不錯保健功效的,"['飲食', '血糖管理']","飲食, 血糖管理",3,可可可能改善葡萄糖代謝，但降血糖效果需更多研究；建議諮詢營養師並適量食用無糖黑巧克力，有助心血管保健。,張皇瑜,2022/3/14,食用無糖黑巧克力是否有助於心血管健康？,飲食
#162062 糖尿病飯後吃水果喝茶測血糖運動之先後順序,"我阿爸今年54歲，剛被診斷為第二型糖尿病，爸爸平常有在喝茶米茶。
想請問如果飯後如果要喝茶，吃水果，量血糖，運動，那時間先後順序應該如何 ，又需間隔多少時間？",糖尿病病人一般喝無糖的茶不會影響血糖值變化，測量血糖時間是以吃第1口飯後的2小時時間點來測量；運動建議養成規律運動習慣可在飯後60-90分鐘後進行，水果部分掌握好2份水果量，建議在2餐之間當點心食用。若有疑問建議回醫療院所諮詢營養師。,"['飲食', '血糖管理']","飲食, 血糖管理",4,糖尿病患者可喝無糖茶，飯後2小時測血糖，飯後60-90分鐘運動，水果限2份量，建議餐間食用並諮詢營養師。,范純美,2020/10/27,糖尿病患者在飲食中如何合理安排水果的攝取量？,飲食
"#157375 糖尿病患者,腹部手術後飲食","你好
朋友是位60歲媽媽,最近因為腹部開刀手術,因為本身有糖尿病,術後剛開始只能喝湯湯水水的食物,這二天都喝粥,導致血糖飆高....請問術後的飲食我們該如何注意??",因為疾病及手術，都可能因為生理壓力，體內的激素影響血糖就會有變化，如果粥有適當的控制份量及搭配，也不一定就是造成血糖飆高的因素。,"['飲食', '血糖管理']","飲食, 血糖管理",3,糖尿病控制需了解生理因素，建議個別化飲食評估，住院時會診營養師，出院後加入糖尿病共同照護網。,蔡秀雯,2020/6/16,疾病或手術如何影響血糖變化？粥的份量及搭配如何影響血糖控制？,飲食
"#157375 糖尿病患者,腹部手術後飲食","你好
朋友是位60歲媽媽,最近因為腹部開刀手術,因為本身有糖尿病,術後剛開始只能喝湯湯水水的食物,這二天都喝粥,導致血糖飆高....請問術後的飲食我們該如何注意??",糖尿病控制需要了解生理因素，詳細的飲食資料及目前服用的藥物，並與患者詳談個別的飲食習慣，如果仍在住院時建議會診營養師，如果已經出院建議門診加入糖尿病共同照護網，由專業人員依照個別化的狀況評估並給予計畫。,"['飲食', '血糖管理']","飲食, 血糖管理",3,糖尿病控制需了解生理因素，建議個別化飲食評估，住院時會診營養師，出院後加入糖尿病共同照護網。,蔡秀雯,2020/6/16,糖尿病患者如何根據個別化狀況制定飲食計畫並加入糖尿病共同照護網？,飲食
#214796 老人糖尿病飲食控制,"張主任您好，
父親去年開始新陳代謝科那邊檢查就經常指數在糖尿病前期跟正常的地方搖擺。所以他也開始更注意飲食，看很多網路上的資訊，然後自己研究修正，並且買一台家用血糖機，做實驗和紀錄。並常常血糖超標時就會說澱粉要再少一點，然後這兩天開始說牛奶和豆漿混著吃，減少牛奶的量，因為它糖分較高。

因為據自己所了解的資訊是老人家反而因為吸收不好是要多吃的，然後不吃澱粉也會引響肌肉組成，乳製品攝取不足也會有鈣缺乏的問題。所以有點擔心他會不均衡，營養不足。所以在此想詢問依照父親身體和作息狀況，會建議怎麼樣分配他各個食物類別的份量，或做什麼樣的改變？或是有沒有建議的網站可以進行各種食物類別的份量計算？

父親今年65歲，體重目前64kg，身高不清楚，但知道他標準體重應是62Kg，平日是坐辦公室，每週有一天有去上復健中心所開設的重訓課程一個小時，然後一週兩三天會進公司，因此會徒步去搭大眾交通工具上下班總共大概徒步30分鍾左右。早餐因為與午餐時間接近，所以可能會早上９點, 10點喝杯牛奶就結束，中午12點左右吃午餐，晚上６點吃晚餐。飲食有時較難控制吃零嘴的習慣，飯後常常還是會吃花生，或捏一些餅乾、巧克力之類的。另外之前有裝過心臟支架，然後有服用高血壓的藥。


謝謝您！
Ann",您好，從您的敘述看來，長輩因為老年並且有血糖與心血管病史，確實有飲食調整修正的需要。建議讓長輩能在習慣回診之醫院掛號營養門診，讓營養師能依循醫師診斷，生化檢驗值與生活飲食習慣等等，提供長輩最切合的飲食建議，謝謝。,['飲食'],飲食,4,建議長輩掛號營養門診，依醫師診斷及檢驗值，由營養師提供個人化飲食建議。,張皇瑜,2025/1/13,如何透過營養門診調整老年糖尿病患者的飲食以改善血糖與心血管健康？,飲食
#210300 糖尿病前期的飲食控制,"您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",一般人糖化血色素的正常值約為4-6％在標準範圍。,"['飲食', '血糖管理']","飲食, 血糖管理",4,糖化血色素正常，飯前血糖屬糖尿病前期，建議均衡飲食、選擇好澱粉、規律運動，必要時諮詢營養師。,范純美,2024/7/29,糖化血色素的正常範圍為4-6％，超出這個範圍可能代表什麼健康問題？,血糖管理
#210300 糖尿病前期的飲食控制,"您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",雖是糖尿病前期，每日飲食要以均衡飲食六大類食物攝取為主，維持理想體重、定時定量、規律運動、總類管制攝取的醣類，建議避免精緻澱粉攝取，但並非不吃全榖雜糧類(澱粉類)可以選擇好澱粉如糙米、五穀米、紫米、地瓜、南瓜、玉米等作為醣類來源，因為醣類是身體主要的能量來源。,"['飲食', '血糖管理']","飲食, 血糖管理",4,糖化血色素正常，飯前血糖屬糖尿病前期，建議均衡飲食、選擇好澱粉、規律運動，必要時諮詢營養師。,范純美,2024/7/29,糖尿病前期患者如何選擇適合的醣類來源來維持均衡飲食？,飲食
#210300 糖尿病前期的飲食控制,"您好 范醫師
我的身高186體重約74 擁有地中海貧血及威爾森式症
7/19檢測血糖及糖化血色素的結果 為105/6% 應屬於前期了

想請問 200g雞柳+雞蛋x2+一盒豆腐+一包青菜(200g)+中午有吃白飯則晚餐不吃

分成2餐這樣可行嗎

偶而會吃一餐200g牛肉+100g青菜+一盒豆腐or一顆蛋二顆蛋

一周運動6天 騎30分鐘飛輪
感謝解答",建議您，有飲食相關問題可以掛營養諮詢門診，由營養師一對一詳細指導，給您適合評估與飲食建議。,"['飲食', '血糖管理']","飲食, 血糖管理",4,糖化血色素正常，飯前血糖屬糖尿病前期，建議均衡飲食、選擇好澱粉、規律運動，必要時諮詢營養師。,范純美,2024/7/29,營養諮詢門診可以提供哪些飲食建議來幫助糖尿病患者管理病情？,飲食
#192493 糖尿病患者清創後飲食,"醫師您好
家母患有二型糖尿病血糖控制的不是說很好，因為年前就有的傷口好不了，前幾日因劇痛送醫後醫師診斷蜂窩性組織炎而進行了兩次清創，想請問有什麼食物或其他方式可以多幫助家母利於傷口上的好轉以及控制血糖呢？
勞煩醫師了",建議您回醫院拿糖尿病藥物時，請醫師幫忙加入糖尿病共同照護網，在醫院/診所的營養師評估時能依照媽媽的狀況及飲食，能了解其個別化問題做建議計畫，才能有好的效果。,"['飲食', '用藥']","飲食, 用藥",3,建議加入糖尿病共同照護網，由醫師和營養師依個別狀況制定飲食建議計畫以提升效果。,蔡秀雯,2023/2/13,糖尿病共同照護網如何幫助制定個別化的飲食計畫？,飲食
#211938 93歲老人使用排糖藥，尿糖，需要治療糖尿病嗎,"我代93歲母親請教醫師，母親有高血壓30年，失智10年，治療中，每半年做血液檢查，血糖一直穩定在120左右，餐前血糖，但，1年前，A1c開始到達 6.0，醫師建議使用排糖藥，foxiga，已經使用2年，近來，突然尿糖有較大糖分排出，因為隔夜尿液會因為氣溫高產生發酵會有濃重的醋酸味。母親年紀太大，也不想治療糖尿病，我個人以為年紀大的老人胰臟B細胞死亡殆盡，所以，體內胰島素濃度可能不夠，造成血糖變高以至於因排糖藥而排出。我想請教醫師，
1-人是否會因年紀而造成胰島素濃度不敷身體使用，而產生血糖升高
2-若是如此，是否老年人罹患糖尿病時比較需要注射胰島素，治療高血糖問題，叫不同於年輕老人靠藥物或運動治療
3-請問依您看法，母親是繼續使用排糖藥降低血糖，還是去醫院治療，雖然需要打胰島素。
謝謝醫生抽空答覆。
祝你事事順心","排糖藥不但可以降血糖,也有保護腎臟及心臟功用,只要補充水分,增加尿量,避免泌尿道感染即可.","['用藥', '併發症']","用藥, 併發症",3,血糖控制良好，排糖藥可降血糖並保護腎臟心臟，需補充水分防泌尿道感染。,梁垠盤,2024/9/27,排糖藥如何幫助保護腎臟和心臟？使用時需要注意哪些事項以避免泌尿道感染？,用藥
#209535 糖尿病用藥問題,醫師你好，5月底，6月初，檢查血糖在127，糖化血色素7.2，醫生說我是糖尿病，有開藥給我，朋友說不高，不要吃藥，不然會一直靠藥物，不能斷，所以這段時間我靠飲食和運動沒吃藥，每天早上空腹驗血糖，這一禮拜都驗在106到116附近，腳指頭有時候刺刺的，沒很久，請問我需要吃藥嗎？或是不需要吃藥持續運動就好,請洽詢專業醫療人員,"['用藥', '併發症']","用藥, 併發症",5,藥物、飲食運動並行控制血糖，定期追蹤數值，勿停藥，改善後再討論減藥。,林哲彬,2024/7/2,腳指頭偶爾刺刺的情況是否與糖尿病相關？目前血糖控制是否需要開始服藥？,請洽詢專業醫療人員
