子問題,GPT主題分類,真實主題,命中子問題,原始回答,檢索回答,問題相似度,答案相似度,主題匹配,排名,是否回應,,question,answer,original_question,,
尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,併發症,併發症,糖尿病的急性和慢性併發症有哪些具體症狀？,每一個尿毒症病人的臨床症狀並不是一樣的。症狀是隨病人腎小球濾過率的喪失而有所不同。同時也會隨著病人原先已有的疾病如糖尿病或心臟血管疾病之不同，而有所差異。一般外觀可看到一臉久病的病容以及蒼黃的臉色，顯得營養不良身體消瘦的樣子。電解質及酸鹼值的障礙。心臟血管症狀：高血壓;充血性心臟衰竭;肺水腫;心包膜炎。肺部的胸膜炎。胃腸的障礙：食慾不振、噁心、嘔吐、腹瀉及打嗝是常見的胃腸症狀。6.血液學的問題：貧血及不正常的出血。7.骨骼疾病：纖維性骨炎;軟骨症;骨質硬化;骨質疏鬆症。8內分泌異常：次發性副甲狀腺機能亢進。9.尿毒性腦神經病變：開始發生的時候，病人會出現疲倦、神情呆滯、精神不振、注意力集中障礙，最普遍的早期症狀是失眠或增加睡眠的需要。記憶力輕微障礙及行為異常可能發生，這些異常會慢慢地加重與惡化。10.尿毒性病周圍神經病變：主要侵犯下肢，但是亦可侵犯上肢，其特徵是遠端的、對稱的、感覺及運動混合性的多數神經病變。1皮膚症狀：廣泛性色素沈著過多及皮膚搔癢。,糖尿病的症狀包括多食、多飲、多尿、體重減輕、傷口不易痊癒、口渴等等。如果出現急性的併發症，會發生糖尿病酮酸中毒或高血糖高滲透壓非酮酸性昏迷；如果是慢性的併發症，就可能出現視力模湖、手麻腳麻、心臟病、慢性腎衰竭、腦缺氧、上腹不適等等症狀。,0.684958875,0.694085836,TRUE,2,0,,尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,糖尿病的症狀包括多食、多飲、多尿、體重減輕、傷口不易痊癒、口渴等等。如果出現急性的併發症，會發生糖尿病酮酸中毒或高血糖高滲透壓非酮酸性昏迷；如果是慢性的併發症，就可能出現視力模湖、手麻腳麻、心臟病、慢性腎衰竭、腦缺氧、上腹不適等等症狀。,李醫師您好1為什麼糖尿病會引起腎臟萎縮尿毒症2尿毒症有什麼症狀,,
尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,併發症,併發症,酮酸血症的症狀有哪些？如何與血糖過高相關聯？,每一個尿毒症病人的臨床症狀並不是一樣的。症狀是隨病人腎小球濾過率的喪失而有所不同。同時也會隨著病人原先已有的疾病如糖尿病或心臟血管疾病之不同，而有所差異。一般外觀可看到一臉久病的病容以及蒼黃的臉色，顯得營養不良身體消瘦的樣子。電解質及酸鹼值的障礙。心臟血管症狀：高血壓;充血性心臟衰竭;肺水腫;心包膜炎。肺部的胸膜炎。胃腸的障礙：食慾不振、噁心、嘔吐、腹瀉及打嗝是常見的胃腸症狀。6.血液學的問題：貧血及不正常的出血。7.骨骼疾病：纖維性骨炎;軟骨症;骨質硬化;骨質疏鬆症。8內分泌異常：次發性副甲狀腺機能亢進。9.尿毒性腦神經病變：開始發生的時候，病人會出現疲倦、神情呆滯、精神不振、注意力集中障礙，最普遍的早期症狀是失眠或增加睡眠的需要。記憶力輕微障礙及行為異常可能發生，這些異常會慢慢地加重與惡化。10.尿毒性病周圍神經病變：主要侵犯下肢，但是亦可侵犯上肢，其特徵是遠端的、對稱的、感覺及運動混合性的多數神經病變。1皮膚症狀：廣泛性色素沈著過多及皮膚搔癢。,血糖太高造成酮酸血症可能會想吐疲倦，建議回新陳代謝代謝科評估。,0.647664905,0.502633452,TRUE,3,0,,尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,血糖太高造成酮酸血症可能會想吐疲倦，建議回新陳代謝代謝科評估。,李醫師您好1為什麼糖尿病會引起腎臟萎縮尿毒症2尿毒症有什麼症狀,,
尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,併發症,併發症,糖尿病患者如何預防或延緩慢性併發症如腦中風、冠狀動脈心臟病及腎病變的發生？,每一個尿毒症病人的臨床症狀並不是一樣的。症狀是隨病人腎小球濾過率的喪失而有所不同。同時也會隨著病人原先已有的疾病如糖尿病或心臟血管疾病之不同，而有所差異。一般外觀可看到一臉久病的病容以及蒼黃的臉色，顯得營養不良身體消瘦的樣子。電解質及酸鹼值的障礙。心臟血管症狀：高血壓;充血性心臟衰竭;肺水腫;心包膜炎。肺部的胸膜炎。胃腸的障礙：食慾不振、噁心、嘔吐、腹瀉及打嗝是常見的胃腸症狀。6.血液學的問題：貧血及不正常的出血。7.骨骼疾病：纖維性骨炎;軟骨症;骨質硬化;骨質疏鬆症。8內分泌異常：次發性副甲狀腺機能亢進。9.尿毒性腦神經病變：開始發生的時候，病人會出現疲倦、神情呆滯、精神不振、注意力集中障礙，最普遍的早期症狀是失眠或增加睡眠的需要。記憶力輕微障礙及行為異常可能發生，這些異常會慢慢地加重與惡化。10.尿毒性病周圍神經病變：主要侵犯下肢，但是亦可侵犯上肢，其特徵是遠端的、對稱的、感覺及運動混合性的多數神經病變。1皮膚症狀：廣泛性色素沈著過多及皮膚搔癢。,糖尿病的治療除了避免高血糖的急性併發症之外，主要在預防或延緩慢性併發症的發生，例如腦中風、冠狀動脈心臟病、動脈硬化、腎病變、眼底病變及神經病變等等並逐一解決。目前要把肝硬化的病程反轉仍需藥物控制及新的臨床發明進展。,0.616360307,0.586455107,TRUE,4,0,,尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,糖尿病的治療除了避免高血糖的急性併發症之外，主要在預防或延緩慢性併發症的發生，例如腦中風、冠狀動脈心臟病、動脈硬化、腎病變、眼底病變及神經病變等等並逐一解決。目前要把肝硬化的病程反轉仍需藥物控制及新的臨床發明進展。,李醫師您好1為什麼糖尿病會引起腎臟萎縮尿毒症2尿毒症有什麼症狀,,
尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,併發症,併發症,尿液有氣泡或尿帶產生是否與血糖控制不佳或蛋白尿有關？,每一個尿毒症病人的臨床症狀並不是一樣的。症狀是隨病人腎小球濾過率的喪失而有所不同。同時也會隨著病人原先已有的疾病如糖尿病或心臟血管疾病之不同，而有所差異。一般外觀可看到一臉久病的病容以及蒼黃的臉色，顯得營養不良身體消瘦的樣子。電解質及酸鹼值的障礙。心臟血管症狀：高血壓;充血性心臟衰竭;肺水腫;心包膜炎。肺部的胸膜炎。胃腸的障礙：食慾不振、噁心、嘔吐、腹瀉及打嗝是常見的胃腸症狀。6.血液學的問題：貧血及不正常的出血。7.骨骼疾病：纖維性骨炎;軟骨症;骨質硬化;骨質疏鬆症。8內分泌異常：次發性副甲狀腺機能亢進。9.尿毒性腦神經病變：開始發生的時候，病人會出現疲倦、神情呆滯、精神不振、注意力集中障礙，最普遍的早期症狀是失眠或增加睡眠的需要。記憶力輕微障礙及行為異常可能發生，這些異常會慢慢地加重與惡化。10.尿毒性病周圍神經病變：主要侵犯下肢，但是亦可侵犯上肢，其特徵是遠端的、對稱的、感覺及運動混合性的多數神經病變。1皮膚症狀：廣泛性色素沈著過多及皮膚搔癢。,尿液有氣泡及尿帶產生，必須考慮血糖控制不佳或蛋白尿的可能。,0.611116052,0.629421592,TRUE,5,0,,尿毒症患者的臨床症狀有哪些，這些症狀如何與糖尿病或心血管疾病相關聯？,尿液有氣泡及尿帶產生，必須考慮血糖控制不佳或蛋白尿的可能。,李醫師您好1為什麼糖尿病會引起腎臟萎縮尿毒症2尿毒症有什麼症狀,,
糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,預防,併發症,父母均有糖尿病的情況下，應如何定期檢查血糖並搭配飲食和運動來預防糖尿病？,"如有足部感覺神經異常,即增加足部潰瘍的機會,平常需常檢視足部,如有足部神經異常或有曾有足部潰瘍,可考慮特製鞋類.",血糖值正常則不必治療，但父母均有糖尿病應定期檢查血糖並注意飲食及運動。,0.675223172,0.421078593,FALSE,1,0,,糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,血糖值正常則不必治療，但父母均有糖尿病應定期檢查血糖並注意飲食及運動。,"醫師您好：我實在是求助無門，想請教醫師是這樣的，我結識一位女性朋友她告訴了我她有糖尿病遺傳的疾病，經過診斷是第一型的症狀。每日必須打胰島素維持血糖，我非常希望能治療她，可是聽說目前沒有辦法能根治這種病！我很想知道我所能為他做的事情有什麼？運動的話？究竟需要多少的量才足夠呢？聽說腳步可以太過疲勞及受傷嗎？若是選擇打球等陸地上運動對腳好嗎？（我真的很怕面臨嚴重後果）
我把我的問題整理一下！
（一）足部問題：布鞋好還是皮鞋好呢？最好要有氣墊嗎？是不是常常要按摩方式是推拿腳底嗎？希望醫生給我較仔細的足部保養方法？我女友他那醫生沒詳盡說明之。
（二）尿道問題：穿著丁字褲或是一般用內褲有差別嗎？如果性行為該注意哪些？大動作？或是不適合之體位嗎？
（三）遺傳問題：本身是家中獨子，倘若考量遺傳問題？那該怎麼辦？有辦法注射疫苗或是完全避免嗎？
（四）治療問題：每日控制好血糖、適量運動是否就能避免年齡增長以後之糖尿病較嚴重性問題？譬如：失明、截肢、中風、等等。。。

醫生我很需要您的幫助喜歡上一個人卻患上不治之症！怎能復原呢？",,
糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,預防,併發症,如何透過運動和飲食調整來預防糖尿病？,"如有足部感覺神經異常,即增加足部潰瘍的機會,平常需常檢視足部,如有足部神經異常或有曾有足部潰瘍,可考慮特製鞋類.","肥胖程度與生活習慣有關,運動及減少脂肪攝取,增加纖維的攝取,對預防糖尿病有幫助.",0.650348663,0.557506144,FALSE,2,0,,糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,"肥胖程度與生活習慣有關,運動及減少脂肪攝取,增加纖維的攝取,對預防糖尿病有幫助.","醫師您好：我實在是求助無門，想請教醫師是這樣的，我結識一位女性朋友她告訴了我她有糖尿病遺傳的疾病，經過診斷是第一型的症狀。每日必須打胰島素維持血糖，我非常希望能治療她，可是聽說目前沒有辦法能根治這種病！我很想知道我所能為他做的事情有什麼？運動的話？究竟需要多少的量才足夠呢？聽說腳步可以太過疲勞及受傷嗎？若是選擇打球等陸地上運動對腳好嗎？（我真的很怕面臨嚴重後果）
我把我的問題整理一下！
（一）足部問題：布鞋好還是皮鞋好呢？最好要有氣墊嗎？是不是常常要按摩方式是推拿腳底嗎？希望醫生給我較仔細的足部保養方法？我女友他那醫生沒詳盡說明之。
（二）尿道問題：穿著丁字褲或是一般用內褲有差別嗎？如果性行為該注意哪些？大動作？或是不適合之體位嗎？
（三）遺傳問題：本身是家中獨子，倘若考量遺傳問題？那該怎麼辦？有辦法注射疫苗或是完全避免嗎？
（四）治療問題：每日控制好血糖、適量運動是否就能避免年齡增長以後之糖尿病較嚴重性問題？譬如：失明、截肢、中風、等等。。。

醫生我很需要您的幫助喜歡上一個人卻患上不治之症！怎能復原呢？",,
糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,預防,併發症,糖尿病家族史是否需要定期檢查空腹血糖和糖化血紅素？,"如有足部感覺神經異常,即增加足部潰瘍的機會,平常需常檢視足部,如有足部神經異常或有曾有足部潰瘍,可考慮特製鞋類.",有糖尿病家族史，馬桶周圍有螞蟻，最好去新陳代謝科檢查空腹血糖和糖化血紅素，排除糖尿病的可能,0.644083261,0.532998204,FALSE,3,0,,糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,有糖尿病家族史，馬桶周圍有螞蟻，最好去新陳代謝科檢查空腹血糖和糖化血紅素，排除糖尿病的可能,"醫師您好：我實在是求助無門，想請教醫師是這樣的，我結識一位女性朋友她告訴了我她有糖尿病遺傳的疾病，經過診斷是第一型的症狀。每日必須打胰島素維持血糖，我非常希望能治療她，可是聽說目前沒有辦法能根治這種病！我很想知道我所能為他做的事情有什麼？運動的話？究竟需要多少的量才足夠呢？聽說腳步可以太過疲勞及受傷嗎？若是選擇打球等陸地上運動對腳好嗎？（我真的很怕面臨嚴重後果）
我把我的問題整理一下！
（一）足部問題：布鞋好還是皮鞋好呢？最好要有氣墊嗎？是不是常常要按摩方式是推拿腳底嗎？希望醫生給我較仔細的足部保養方法？我女友他那醫生沒詳盡說明之。
（二）尿道問題：穿著丁字褲或是一般用內褲有差別嗎？如果性行為該注意哪些？大動作？或是不適合之體位嗎？
（三）遺傳問題：本身是家中獨子，倘若考量遺傳問題？那該怎麼辦？有辦法注射疫苗或是完全避免嗎？
（四）治療問題：每日控制好血糖、適量運動是否就能避免年齡增長以後之糖尿病較嚴重性問題？譬如：失明、截肢、中風、等等。。。

醫生我很需要您的幫助喜歡上一個人卻患上不治之症！怎能復原呢？",,
糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,預防,併發症,如何透過運動和飲食均衡來預防糖尿病？,"如有足部感覺神經異常,即增加足部潰瘍的機會,平常需常檢視足部,如有足部神經異常或有曾有足部潰瘍,可考慮特製鞋類.","糖尿病是一種慢性疾病，它只會悄悄的來不會突然出現也不會突然消失
並不是每一個吃多了甜食的人就會得糖尿病
建議您多運動並且飲食均衡保持身材
定期( 50歲以上每年一次 )健康檢查",0.639385819,0.450390309,FALSE,4,0,,糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,"糖尿病是一種慢性疾病，它只會悄悄的來不會突然出現也不會突然消失
並不是每一個吃多了甜食的人就會得糖尿病
建議您多運動並且飲食均衡保持身材
定期( 50歲以上每年一次 )健康檢查","醫師您好：我實在是求助無門，想請教醫師是這樣的，我結識一位女性朋友她告訴了我她有糖尿病遺傳的疾病，經過診斷是第一型的症狀。每日必須打胰島素維持血糖，我非常希望能治療她，可是聽說目前沒有辦法能根治這種病！我很想知道我所能為他做的事情有什麼？運動的話？究竟需要多少的量才足夠呢？聽說腳步可以太過疲勞及受傷嗎？若是選擇打球等陸地上運動對腳好嗎？（我真的很怕面臨嚴重後果）
我把我的問題整理一下！
（一）足部問題：布鞋好還是皮鞋好呢？最好要有氣墊嗎？是不是常常要按摩方式是推拿腳底嗎？希望醫生給我較仔細的足部保養方法？我女友他那醫生沒詳盡說明之。
（二）尿道問題：穿著丁字褲或是一般用內褲有差別嗎？如果性行為該注意哪些？大動作？或是不適合之體位嗎？
（三）遺傳問題：本身是家中獨子，倘若考量遺傳問題？那該怎麼辦？有辦法注射疫苗或是完全避免嗎？
（四）治療問題：每日控制好血糖、適量運動是否就能避免年齡增長以後之糖尿病較嚴重性問題？譬如：失明、截肢、中風、等等。。。

醫生我很需要您的幫助喜歡上一個人卻患上不治之症！怎能復原呢？",,
糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,預防,併發症,如何透過飲食、運動和規律作息來預防糖尿病及代謝疾病？,"如有足部感覺神經異常,即增加足部潰瘍的機會,平常需常檢視足部,如有足部神經異常或有曾有足部潰瘍,可考慮特製鞋類.","糖尿病通常是多重因素所造成,
糖尿病通常也可能合併其他代謝症候群
例如 高血壓 高血脂
建議可以定期監測血壓 血糖 血脂肪
飲食方面避免高糖或是高油食物
避免肥胖
規則作息
規則運動
這樣可以預防大部分糖尿病以及代謝疾病的發生",0.62985301,0.510961771,FALSE,5,0,,糖尿病患者如何檢視足部以預防潰瘍？是否需要使用特製鞋類？,"糖尿病通常是多重因素所造成,
糖尿病通常也可能合併其他代謝症候群
例如 高血壓 高血脂
建議可以定期監測血壓 血糖 血脂肪
飲食方面避免高糖或是高油食物
避免肥胖
規則作息
規則運動
這樣可以預防大部分糖尿病以及代謝疾病的發生","醫師您好：我實在是求助無門，想請教醫師是這樣的，我結識一位女性朋友她告訴了我她有糖尿病遺傳的疾病，經過診斷是第一型的症狀。每日必須打胰島素維持血糖，我非常希望能治療她，可是聽說目前沒有辦法能根治這種病！我很想知道我所能為他做的事情有什麼？運動的話？究竟需要多少的量才足夠呢？聽說腳步可以太過疲勞及受傷嗎？若是選擇打球等陸地上運動對腳好嗎？（我真的很怕面臨嚴重後果）
我把我的問題整理一下！
（一）足部問題：布鞋好還是皮鞋好呢？最好要有氣墊嗎？是不是常常要按摩方式是推拿腳底嗎？希望醫生給我較仔細的足部保養方法？我女友他那醫生沒詳盡說明之。
（二）尿道問題：穿著丁字褲或是一般用內褲有差別嗎？如果性行為該注意哪些？大動作？或是不適合之體位嗎？
（三）遺傳問題：本身是家中獨子，倘若考量遺傳問題？那該怎麼辦？有辦法注射疫苗或是完全避免嗎？
（四）治療問題：每日控制好血糖、適量運動是否就能避免年齡增長以後之糖尿病較嚴重性問題？譬如：失明、截肢、中風、等等。。。

醫生我很需要您的幫助喜歡上一個人卻患上不治之症！怎能復原呢？",,
妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,血糖管理,血糖管理,妊娠糖尿病如何穩定控制血糖以降低寶寶出生後低血糖的風險？,目前研究顯示有妊娠糖尿病的個案，未來得到糖尿病的機會將會較高，所以會建議生產後仍要追蹤血糖與糖化血色素,"有妊娠糖尿病的個案
寶寶比較容易體型較大與出生後容易低血糖
所以仍建議血糖要控制穩定。",0.781393409,0.859864831,TRUE,1,1,,妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,"有妊娠糖尿病的個案
寶寶比較容易體型較大與出生後容易低血糖
所以仍建議血糖要控制穩定。","您好
請問是可直接至門診預約檢查糖化血紅素嗎？
目前懷孕（孕前是二期糖尿病，三餐藥量已吃半顆），血糖值都在正常範圍內，但已無吃藥及無打胰島素。
生完孩子，哺乳時是否需持續用藥？（不考慮施打胰島素）
謝謝您辛苦了！",,
妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,血糖管理,血糖管理,如何同時搭配藥物、飲食和運動來有效控制血糖及醣化血色素？,目前研究顯示有妊娠糖尿病的個案，未來得到糖尿病的機會將會較高，所以會建議生產後仍要追蹤血糖與糖化血色素,"基本上血糖控制需要三方面控制:
包括:
(1)藥物控制(2)飲食控制(3)運動,
以上這三方面需要一起努力,
血糖就能控制好醣化血色素",0.684816301,0.700020552,TRUE,2,1,,妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,"基本上血糖控制需要三方面控制:
包括:
(1)藥物控制(2)飲食控制(3)運動,
以上這三方面需要一起努力,
血糖就能控制好醣化血色素","您好
請問是可直接至門診預約檢查糖化血紅素嗎？
目前懷孕（孕前是二期糖尿病，三餐藥量已吃半顆），血糖值都在正常範圍內，但已無吃藥及無打胰島素。
生完孩子，哺乳時是否需持續用藥？（不考慮施打胰島素）
謝謝您辛苦了！",,
妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,血糖管理,血糖管理,糖尿病患者如何通過飲食、作息和運動來控制血糖並減少併發症風險？,目前研究顯示有妊娠糖尿病的個案，未來得到糖尿病的機會將會較高，所以會建議生產後仍要追蹤血糖與糖化血色素,糖尿病主要是胰臟內的胰島細胞出問題，但血糖控制不好的併發症會影響腎臟、眼睛、神經、心血管等只要規律的飲食作息加運動並將血糖控制好即可，保養品不一定需要，若要服用按指示適量服用即可,0.681949854,0.700765252,TRUE,3,1,,妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,糖尿病主要是胰臟內的胰島細胞出問題，但血糖控制不好的併發症會影響腎臟、眼睛、神經、心血管等只要規律的飲食作息加運動並將血糖控制好即可，保養品不一定需要，若要服用按指示適量服用即可,"您好
請問是可直接至門診預約檢查糖化血紅素嗎？
目前懷孕（孕前是二期糖尿病，三餐藥量已吃半顆），血糖值都在正常範圍內，但已無吃藥及無打胰島素。
生完孩子，哺乳時是否需持續用藥？（不考慮施打胰島素）
謝謝您辛苦了！",,
妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,血糖管理,血糖管理,糖尿病確診後有哪些方法可以有效控制血糖？,目前研究顯示有妊娠糖尿病的個案，未來得到糖尿病的機會將會較高，所以會建議生產後仍要追蹤血糖與糖化血色素,"血糖過高不知是多高，糖尿病是慢性病
一旦確診糖尿病，就只能控制而無法根治",0.674207449,0.739153147,TRUE,4,0,,妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,"血糖過高不知是多高，糖尿病是慢性病
一旦確診糖尿病，就只能控制而無法根治","您好
請問是可直接至門診預約檢查糖化血紅素嗎？
目前懷孕（孕前是二期糖尿病，三餐藥量已吃半顆），血糖值都在正常範圍內，但已無吃藥及無打胰島素。
生完孩子，哺乳時是否需持續用藥？（不考慮施打胰島素）
謝謝您辛苦了！",,
妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,血糖管理,血糖管理,糖化血色素的數值如何影響糖尿病的診斷和前期判定？,目前研究顯示有妊娠糖尿病的個案，未來得到糖尿病的機會將會較高，所以會建議生產後仍要追蹤血糖與糖化血色素,糖化血色素（HBAIC）做為糖尿病的診斷依據已漸漸成熟。目前認為HBAIC介於6%-6.5%之間，是糖尿病的前期，或者血糖耐受不良，而HBAIC>=6.5%則認為是糖尿病；美國糖尿病學會在2009年曾達到如此的共識。臨床上，很多醫師早已注意到這些診斷依據的變遷。,0.63846755,0.675641835,TRUE,5,0,,妊娠糖尿病患者在生產後應如何追蹤血糖和糖化血色素以降低未來罹患糖尿病的風險？,糖化血色素（HBAIC）做為糖尿病的診斷依據已漸漸成熟。目前認為HBAIC介於6%-6.5%之間，是糖尿病的前期，或者血糖耐受不良，而HBAIC>=6.5%則認為是糖尿病；美國糖尿病學會在2009年曾達到如此的共識。臨床上，很多醫師早已注意到這些診斷依據的變遷。,"您好
請問是可直接至門診預約檢查糖化血紅素嗎？
目前懷孕（孕前是二期糖尿病，三餐藥量已吃半顆），血糖值都在正常範圍內，但已無吃藥及無打胰島素。
生完孩子，哺乳時是否需持續用藥？（不考慮施打胰島素）
謝謝您辛苦了！",,
糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,飲食,飲食,糖尿病患者如何規劃均衡飲食並控制食物份量？,糖尿病飲食其實是均衡飲食的概念(每天飲食包含六大類食物:全穀雜糧類、奶乳品類、豆魚蛋肉類、蔬菜類、水果類及油脂與堅果種子類)，高齡長者因生理機能及腸胃道功能的退化，更需注意「量」與「質」的給予。,"糖尿病病患飲食原則建議採取均衡飲食為主,少油,少糖多蔬果及運動,營養師建議任何食物都可食用,但須注意份量問題,青菜建議可多食用水果一天建議攝取2份,多喝水適當運動,及藥物控制是糖尿病控制最好的方法",0.842831492,0.860942006,TRUE,1,1,,糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,"糖尿病病患飲食原則建議採取均衡飲食為主,少油,少糖多蔬果及運動,營養師建議任何食物都可食用,但須注意份量問題,青菜建議可多食用水果一天建議攝取2份,多喝水適當運動,及藥物控制是糖尿病控制最好的方法",我奶奶是一名DM Type2的患者，她去看醫生從來不給我們跟，我想問1.她需要每天測血糖嗎 還是建議多久測一次2.她喜歡吃水餃跟粥 請問這些是升糖較快的食物嗎 還是建議吃什麼呢,,
糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,飲食,飲食,糖尿病患者如何調整飲食總量與內容以改善血糖控制？,糖尿病飲食其實是均衡飲食的概念(每天飲食包含六大類食物:全穀雜糧類、奶乳品類、豆魚蛋肉類、蔬菜類、水果類及油脂與堅果種子類)，高齡長者因生理機能及腸胃道功能的退化，更需注意「量」與「質」的給予。,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,0.830787957,0.89363426,TRUE,2,0,,糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,我奶奶是一名DM Type2的患者，她去看醫生從來不給我們跟，我想問1.她需要每天測血糖嗎 還是建議多久測一次2.她喜歡吃水餃跟粥 請問這些是升糖較快的食物嗎 還是建議吃什麼呢,,
糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,飲食,飲食,糖尿病患者如何在飲食中平衡醣類、蛋白質、脂肪及其他營養素？,糖尿病飲食其實是均衡飲食的概念(每天飲食包含六大類食物:全穀雜糧類、奶乳品類、豆魚蛋肉類、蔬菜類、水果類及油脂與堅果種子類)，高齡長者因生理機能及腸胃道功能的退化，更需注意「量」與「質」的給予。,自然界中的糖類，包含各式各樣。糖尿病患的飲食控制，包括醣類、蛋白質、脂肪、礦物質、維生素、纖維素等等，宜一併考慮才好。甚至運動、藥物控制及生活型態的改變，都很重要。,0.821361303,0.941150784,TRUE,3,1,,糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,自然界中的糖類，包含各式各樣。糖尿病患的飲食控制，包括醣類、蛋白質、脂肪、礦物質、維生素、纖維素等等，宜一併考慮才好。甚至運動、藥物控制及生活型態的改變，都很重要。,我奶奶是一名DM Type2的患者，她去看醫生從來不給我們跟，我想問1.她需要每天測血糖嗎 還是建議多久測一次2.她喜歡吃水餃跟粥 請問這些是升糖較快的食物嗎 還是建議吃什麼呢,,
糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,飲食,飲食,糖尿病患者如何選擇適合的食物並避免高油脂、高膽固醇及精緻糖類的飲食？,糖尿病飲食其實是均衡飲食的概念(每天飲食包含六大類食物:全穀雜糧類、奶乳品類、豆魚蛋肉類、蔬菜類、水果類及油脂與堅果種子類)，高齡長者因生理機能及腸胃道功能的退化，更需注意「量」與「質」的給予。,"糖尿病的飲食原則條列如下:*均衡飲食,依據飲食計劃適量攝取主食類,水果類,油脂類,奶類和肉魚豆蛋類.
*多選用富含纖維質的食物,如:未加工的豆類,水果,蔬菜,全榖類.
*少吃油炸,油煎,油炒和油酥的食物,以及豬皮,雞皮等油脂量高的食物.
*避免攝食含膽固醇高的食物,如:腦,肝,蛋黃等.
*飲食儘量清淡不可過嫌,避免攝食加工或醃製的食物,烹調食物改採燉,烤,燒,清蒸,水煮,涼拌等方式.
*儘量少吃富含精緻糖類的食品如:糖果,煉乳,蜂蜜,汽水,罐裝或盒裝的果汁,加糖蜜餞,蛋捲,中西式甜點心,加糖罐頭等.
*儘量避免喝酒.",0.818352222,0.850803137,TRUE,4,1,,糖尿病患者如何根據六大類食物設計均衡飲食，特別是高齡者應如何調整食物的量與質？,"糖尿病的飲食原則條列如下:*均衡飲食,依據飲食計劃適量攝取主食類,水果類,油脂類,奶類和肉魚豆蛋類.
*多選用富含纖維質的食物,如:未加工的豆類,水果,蔬菜,全榖類.
*少吃油炸,油煎,油炒和油酥的食物,以及豬皮,雞皮等油脂量高的食物.
*避免攝食含膽固醇高的食物,如:腦,肝,蛋黃等.
*飲食儘量清淡不可過嫌,避免攝食加工或醃製的食物,烹調食物改採燉,烤,燒,清蒸,水煮,涼拌等方式.
*儘量少吃富含精緻糖類的食品如:糖果,煉乳,蜂蜜,汽水,罐裝或盒裝的果汁,加糖蜜餞,蛋捲,中西式甜點心,加糖罐頭等.
*儘量避免喝酒.",我奶奶是一名DM Type2的患者，她去看醫生從來不給我們跟，我想問1.她需要每天測血糖嗎 還是建議多久測一次2.她喜歡吃水餃跟粥 請問這些是升糖較快的食物嗎 還是建議吃什麼呢,,
